iter	Passed	Remaining
626	8620	10284
627	8634	10270
628	8651	10260
629	8664	10246
630	8680	10235
631	8693	10220
632	8710	10209
633	8725	10197
634	8738	10183
635	8752	10170
636	8767	10157
637	8782	10145
638	8797	10133
639	8810	10118
640	8823	10104
641	8840	10093
642	8855	10081
643	8868	10066
644	8884	10055
645	8899	10042
646	8914	10030
647	8927	10015
648	8943	10004
649	8957	9990
650	8970	9976
651	8981	9959
652	8993	9944
653	9009	9932
654	9021	9917
655	9037	9905
656	9054	9894
657	9070	9884
658	9086	9872
659	9100	9859
660	9114	9845
661	9132	9835
662	9147	9823
663	9163	9811
664	9181	9802
665	9193	9787
666	9208	9774
667	9220	9758
668	9233	9744
669	9247	9730
670	9262	9718
671	9278	9706
672	9292	9692
673	9306	9679
674	9321	9666
675	9333	9651
676	9345	9635
677	9358	9620
678	9371	9606
679	9384	9591
680	9400	9579
681	9415	9567
682	9431	9555
683	9443	9540
684	9455	9524
685	9467	9508
686	9481	9495
687	9493	9479
688	9506	9465
689	9519	9450
690	9530	9433
691	9543	9419
692	9556	9404
693	9567	9387
694	9579	9372
695	9594	9360
696	9606	9345
697	9620	9330
698	9634	9317
699	9646	9302
700	9658	9286
701	9681	9281
702	9694	9266
703	9707	9252
704	9721	9238
705	9733	9223
706	9745	9208
707	9761	9196
708	9775	9182
709	9788	9168
710	9800	9152
711	9816	9140
712	9831	9128
713	9843	9113
714	9858	9100
715	9870	9084
716	9889	9075
717	9904	9063
718	9917	9048
719	9931	9034
720	9944	9020
721	9957	9006
722	9969	8990
723	9983	8976
724	9996	8962
725	10009	8947
726	10022	8933
727	10034	8918
728	10049	8905
729	10062	8891
730	10076	8877
731	10090	8863
732	10103	8849
733	10117	8835
734	10129	8819
735	10144	8807
736	10160	8795
737	10176	8783
738	10193	8772
739	10208	8759
740	10227	8751
741	10247	8742
742	10262	8729
743	10279	8718
744	10295	8705
745	10352	8728
746	10427	8765
747	10441	8752
748	10454	8737
749	10467	8722
750	10480	8708
751	10493	8693
752	10510	8681
753	10525	8668
754	10542	8657
755	10558	8645
756	10573	8632
757	10591	8621
758	10605	8607
759	10617	8591
760	10633	8579
761	10649	8566
762	10661	8551
763	10675	8537
764	10690	8524
765	10705	8511
766	10719	8497
767	10732	8482
768	10747	8469
769	10762	8456
770	10777	8442
771	10789	8427
772	10805	8414
773	10819	8401
774	10833	8387
775	10849	8374
776	10863	8360
777	10879	8348
778	10893	8334
779	10905	8319
780	10921	8306
781	10933	8290
782	10948	8277
783	10962	8263
784	10977	8250
785	10988	8234
786	11005	8222
787	11022	8210
788	11037	8197
789	11050	8183
790	11063	8168
791	11075	8153
792	11087	8137
793	11106	8126
794	11121	8113
795	11135	8099
796	11151	8087
797	11169	8076
798	11187	8064
799	11199	8049
800	11215	8037
801	11228	8022
802	11245	8010
803	11258	7995
804	11271	7981
805	11290	7970
806	11306	7957
807	11323	7945
808	11338	7932
809	11352	7918
810	11367	7905
811	11384	7893
812	11404	7883
813	11422	7872
814	11440	7860
815	11453	7846
816	11468	7832
817	11481	7817
818	11495	7803
819	11511	7791
820	11524	7776
821	11538	7762
822	11555	7750
823	11570	7736
824	11584	7722
825	11599	7709
826	11614	7695
827	11627	7681
828	11641	7667
829	11656	7654
830	11686	7650
831	11757	7673
832	11785	7668
833	11800	7654
834	11814	7640
835	11831	7627
836	11844	7613
837	11858	7598
838	11874	7585
839	11889	7572
840	11906	7560
841	11925	7548
842	11940	7535
843	11956	7522
844	11969	7507
845	11986	7495
846	12001	7481
847	12014	7466
848	12027	7451
849	12045	7439
850	12059	7425
851	12072	7410
852	12084	7395
853	12097	7380
854	12113	7367
855	12129	7354
856	12143	7339
857	12155	7324
858	12168	7309
859	12182	7295
860	12195	7280
861	12208	7265
862	12224	7252
863	12241	7240
864	12255	7225
865	12271	7212
866	12284	7197
867	12297	7183
868	12309	7167
869	12325	7154
870	12339	7140
871	12353	7125
872	12367	7111
873	12384	7099
874	12399	7085
875	12412	7070
876	12426	7056
877	12443	7043
878	12458	7030
879	12473	7016
880	12488	7002
881	12501	6987
882	12513	6972
883	12526	6957
884	12540	6943
885	12556	6930
886	12573	6917
887	12587	6903
888	12600	6888
889	12617	6875
890	12630	6860
891	12649	6849
892	12665	6836
893	12678	6821
894	12694	6808
895	12712	6795
896	12727	6782
897	12739	6767
898	12751	6751
899	12763	6736
900	12778	6722
901	12793	6708
902	12808	6695
903	12821	6680
904	12835	6666
905	12865	6660
906	12882	6647
907	12899	6634
908	12911	6619
909	12925	6604
910	12939	6590
911	12953	6576
912	12965	6560
913	12981	6547
914	12996	6533
915	13013	6520
916	13028	6506
917	13043	6493
918	13055	6478
919	13071	6464
920	13084	6450
921	13100	6436
922	13114	6422
923	13131	6409
924	13147	6396
925	13161	6381
926	13179	6369
927	13195	6355
928	13211	6342
929	13227	6329
930	13288	6337
931	13352	6346
932	13365	6331
933	13380	6317
934	13395	6303
935	13414	6291
936	13429	6277
937	13444	6263
938	13463	6251
939	13483	6239
940	13501	6227
941	13515	6212
942	13529	6197
943	13542	6183
944	13557	6168
945	13573	6155
946	13593	6143
947	13610	6130
948	13626	6116
949	13642	6103
950	13658	6089
951	13673	6075
952	13691	6062
953	13727	6057
954	13748	6046
955	13762	6031
956	13777	6017
957	13792	6003
958	13807	5989
959	13822	5975
960	13833	5959
961	13848	5945
962	13864	5931
963	13884	5919
964	13897	5904
965	13913	5890
966	13932	5878
967	13946	5863
968	13959	5848
969	13974	5834
970	13989	5820
971	14004	5806
972	14020	5792
973	14036	5778
974	14052	5765
975	14070	5752
976	14084	5737
977	14101	5724
978	14115	5709
979	14129	5695
980	14143	5680
981	14154	5664
982	14169	5650
983	14182	5635
984	14195	5620
985	14208	5605
986	14223	5591
987	14237	5576
988	14253	5563
989	14267	5548
990	14282	5534
991	14298	5520
992	14316	5507
993	14331	5493
994	14347	5479
995	14361	5464
996	14376	5450
997	14394	5437
998	14409	5423
999	14426	5409
1000	14440	5395
1001	14454	5380
1002	14479	5370
1003	14492	5355
1004	14509	5341
1005	14524	5327
1006	14541	5314
1007	14557	5300
1008	14568	5284
1009	14581	5269
1010	14592	5253
1011	14606	5239
1012	14618	5224
1013	14631	5209
1014	14643	5193
1015	14659	5179
1016	14671	5164
1017	14683	5149
1018	14698	5135
1019	14713	5120
1020	14726	5105
1021	14738	5090
1022	14750	5075
1023	14762	5060
1024	14777	5045
1025	14789	5030
1026	14800	5015
1027	14813	5000
1028	14827	4985
1029	14839	4970
1030	14853	4956
1031	14869	4942
1032	14883	4927
1033	14897	4912
1034	14909	4897
1035	14926	4884
1036	14945	4871
1037	14961	4857
1038	14977	4843
1039	14992	4829
1040	15004	4814
1041	15024	4801
1042	15056	4792
1043	15153	4804
1044	15171	4790
1045	15190	4777
1046	15219	4767
1047	15249	4758
1048	15282	4749
1049	15302	4736
1050	15322	4723
1051	15338	4709
1052	15355	4695
1053	15373	4682
1054	15388	4667
1055	15404	4653
1056	15423	4640
1057	15442	4626
1058	15459	4612
1059	15477	4599
1060	15494	4585
1061	15510	4571
1062	15538	4560
1063	15554	4546
1064	15572	4532
1065	15592	4519
1066	15621	4509
1067	15644	4497
1068	15664	4483
1069	15681	4470
1070	15697	4455
1071	15710	4440
1072	15728	4426
1073	15744	4412
1074	15758	4397
1075	15776	4384
1076	15791	4369
1077	15808	4355
1078	15821	4340
1079	15836	4325
1080	15854	4311
1081	15871	4297
1082	15884	4282
1083	15899	4268
1084	15917	4254
1085	15933	4240
1086	15947	4225
1087	15961	4210
1088	15980	4196
1089	15993	4181
1090	16007	4166
1091	16019	4151
1092	16036	4137
1093	16051	4122
1094	16065	4108
1095	16077	4092
1096	16093	4078
1097	16104	4062
1098	16120	4048
1099	16133	4033
1100	16148	4018
1101	16163	4004
1102	16178	3989
1103	16191	3974
1104	16207	3960
1105	16222	3945
1106	16234	3930
1107	16249	3915
1108	16261	3900
1109	16276	3885
1110	16289	3870
1111	16370	3871
1112	16412	3863
1113	16428	3849
1114	16441	3833
1115	16457	3819
1116	16475	3805
1117	16489	3790
1118	16503	3775
1119	16520	3761
1120	16534	3746
1121	16548	3731
1122	16560	3716
1123	16577	3701
1124	16590	3686
1125	16607	3672
1126	16620	3657
1127	16633	3642
1128	16647	3627
1129	16664	3613
1130	16677	3598
1131	16696	3584
1132	16709	3568
1133	16724	3554
1134	16738	3539
1135	16753	3524
1136	16767	3509
1137	16785	3495
1138	16801	3481
1139	16814	3466
1140	16829	3451
1141	16845	3436
1142	16859	3421
1143	16873	3407
1144	16888	3392
1145	16904	3377
1146	16919	3363
1147	16932	3348
1148	16946	3333
1149	16961	3318
1150	16977	3304
1151	16995	3289
1152	17007	3274
1153	17022	3259
1154	17036	3245
1155	17053	3230
1156	17066	3215
1157	17081	3200
1158	17096	3186
1159	17110	3171
1160	17128	3157
1161	17144	3142
1162	17158	3127
1163	17172	3112
1164	17191	3098
1165	17205	3083
1166	17220	3069
1167	17234	3054
1168	17251	3039
1169	17267	3025
1170	17283	3010
1171	17298	2996
1172	17312	2981
1173	17328	2966
1174	17343	2952
1175	17360	2937
1176	17374	2922
1177	17392	2908
1178	17410	2894
1179	17427	2879
1180	17442	2865
1181	17458	2850
1182	17474	2836
1183	17491	2821
1184	17510	2807
1185	17526	2792
1186	17543	2778
1187	17558	2763
1188	17575	2749
1189	17589	2734
1190	17605	2719
1191	17621	2705
1192	17638	2690
1193	17657	2676
1194	17671	2661
1195	17684	2646
1196	17698	2631
1197	17712	2616
1198	17724	2601
1199	17741	2587
1200	17752	2571
1201	17765	2556
1202	17780	2542
1203	17795	2527
1204	17807	2512
1205	17819	2497
1206	17834	2482
1207	17846	2467
1208	17858	2452
1209	17873	2437
1210	17886	2422
1211	17899	2407
1212	17912	2392
1213	17926	2377
1214	17938	2362
1215	17949	2347
1216	17963	2332
1217	17976	2317
1218	17992	2302
1219	18005	2287
1220	18017	2272
1221	18029	2257
1222	18041	2242
1223	18054	2227
1224	18068	2212
1225	18081	2197
1226	18095	2182
1227	18108	2167
1228	18121	2152
1229	18133	2137
1230	18146	2122
1231	18162	2108
1232	18173	2093
1233	18185	2077
1234	18200	2063
1235	18214	2048
1236	18225	2033
1237	18237	2018
1238	18250	2003
1239	18264	1988
1240	18276	1973
1241	18289	1958
1242	18300	1943
1243	18310	1928
1244	18323	1913
1245	18336	1898
1246	18350	1883
1247	18364	1868
1248	18381	1854
1249	18392	1839
1250	18407	1824
1251	18418	1809
1252	18432	1794
1253	18443	1779
1254	18456	1764
1255	18468	1749
1256	18479	1734
1257	18491	1719
1258	18502	1704
1259	18516	1689
1260	18529	1675
1261	18545	1660
1262	18556	1645
1263	18570	1630
1264	18582	1615
1265	18594	1600
1266	18608	1586
1267	18619	1571
1268	18631	1556
1269	18643	1541
1270	18654	1526
1271	18667	1511
1272	18683	1496
1273	18695	1482
1274	18708	1467
1275	18722	1452
1276	18736	1437
1277	18747	1422
1278	18761	1408
1279	18796	1395
1280	18870	1384
1281	18886	1370
1282	18901	1355
1283	18915	1340
1284	18929	1325
1285	18945	1311
1286	18958	1296
1287	18975	1281
1288	18990	1266
1289	19005	1252
1290	19019	1237
1291	19033	1222
1292	19047	1207
1293	19066	1193
1294	19079	1178
1295	19093	1163
1296	19111	1149
1297	19129	1134
1298	19145	1120
1299	19161	1105
1300	19173	1090
1301	19188	1075
1302	19207	1061
1303	19223	1046
1304	19236	1031
1305	19249	1017
1306	19266	1002
1307	19280	987
1308	19292	972
1309	19305	957
1310	19325	943
1311	19337	928
1312	19350	913
1313	19361	898
1314	19374	884
1315	19390	869
1316	19401	854
1317	19415	839
1318	19426	824
1319	19439	809
1320	19455	795
1321	19471	780
1322	19485	765
1323	19497	751
1324	19514	736
1325	19530	721
1326	19546	707
1327	19560	692
1328	19573	677
1329	19583	662
1330	19597	647
1331	19609	633
1332	19621	618
1333	19632	603
1334	19646	588
1335	19657	573
1336	19673	559
1337	19685	544
1338	19701	529
1339	19713	514
1340	19726	500
1341	19740	485
1342	19753	470
1343	19765	455
1344	19782	441
1345	19797	426
1346	19812	411
1347	19831	397
1348	19849	382
1349	19866	367
1350	19879	353
1351	19895	338
1352	19910	323
1353	19925	309
1354	19944	294
1355	19957	279
1356	19971	264
1357	19994	250
1358	20078	236
1359	20110	221
1360	20122	206
1361	20138	192
1362	20152	177
1363	20168	162
1364	20186	147
1365	20213	133
1366	20225	118
1367	20239	103
1368	20254	88
1369	20268	73
1370	20286	59
1371	20300	44
1372	20313	29
1373	20327	14
1374	20346	0
