iter	RMSE
456	20.12818414
457	20.12792956
458	20.12735325
459	20.12716683
460	20.12594097
461	20.12542676
462	20.1251521
463	20.12463586
464	20.12420581
465	20.12363641
466	20.12331161
467	20.12288253
468	20.12250157
469	20.12202336
470	20.12174866
471	20.12108494
472	20.12071899
473	20.12049841
474	20.12016553
475	20.11964114
476	20.11892923
477	20.11806186
478	20.11746722
479	20.1173168
480	20.11694777
481	20.11680637
482	20.11568419
483	20.11511656
484	20.11466224
485	20.11400631
486	20.1137315
487	20.11340052
488	20.11309761
489	20.1123955
490	20.11153688
491	20.11123094
492	20.1110564
493	20.11075647
494	20.11035321
495	20.10975232
496	20.10893472
497	20.10871602
498	20.10848227
499	20.10786928
500	20.10743286
501	20.10711682
502	20.10650179
503	20.10627905
504	20.10593389
505	20.10561884
506	20.10526765
507	20.10493452
508	20.10429935
509	20.10396922
510	20.10367721
511	20.10357586
512	20.10312529
513	20.1029276
514	20.10229739
515	20.10185181
516	20.10155877
517	20.10120651
518	20.10095962
519	20.10069668
520	20.10023802
521	20.09985863
522	20.09964987
523	20.09927249
524	20.09894227
525	20.09815936
526	20.09785924
527	20.09742962
528	20.09724292
529	20.09653523
530	20.09577431
531	20.09549022
532	20.09489993
533	20.09409076
534	20.09382069
535	20.09350645
536	20.09297433
537	20.09266008
538	20.09219822
539	20.09161787
540	20.09136284
541	20.09095015
542	20.09063486
543	20.08959456
544	20.0893174
545	20.08898903
546	20.08862651
547	20.08783316
548	20.08764335
549	20.0869765
550	20.08673547
551	20.08631264
552	20.08557544
553	20.08532134
554	20.0841773
555	20.0833898
556	20.08314169
557	20.08274893
558	20.08244154
559	20.08220246
560	20.08145507
561	20.0807639
562	20.08034899
563	20.08007372
564	20.07988283
565	20.07939356
566	20.0789535
567	20.07855563
568	20.07800101
569	20.07767748
570	20.07734188
571	20.07673398
572	20.07662244
573	20.07620242
574	20.07602155
575	20.07525684
576	20.07489708
577	20.07351026
578	20.07306705
579	20.072256
580	20.07209218
581	20.07142381
582	20.07118862
583	20.07092226
584	20.0705172
585	20.07004579
586	20.06953516
587	20.06882047
588	20.06815098
589	20.06799014
590	20.06766042
591	20.06734978
592	20.06715174
593	20.06688232
594	20.06658474
595	20.06554822
596	20.06501134
597	20.06472882
598	20.06407328
599	20.0637636
600	20.06303261
601	20.06261632
602	20.06189233
603	20.06144887
604	20.0608787
605	20.06042818
606	20.06022102
607	20.06001486
608	20.05919724
609	20.05899107
610	20.05813319
611	20.05770674
612	20.05755386
613	20.0573869
614	20.05684478
615	20.05624027
616	20.05566391
617	20.05549895
618	20.05516801
619	20.05453026
620	20.05414398
621	20.05382811
622	20.05335932
623	20.05249918
624	20.05204948
625	20.0517205
626	20.05129693
627	20.05104139
628	20.05076571
629	20.05034012
630	20.0500926
631	20.04974145
632	20.0492766
633	20.04889424
634	20.04848068
635	20.04804095
636	20.04748348
637	20.04701555
638	20.04676296
639	20.04607765
640	20.04587839
641	20.0455171
642	20.04506422
643	20.04427216
644	20.04402558
645	20.04361997
646	20.04300601
647	20.04208
648	20.04179011
649	20.04141566
650	20.03997317
651	20.03979901
652	20.03913762
653	20.03860205
654	20.03824969
655	20.03803424
656	20.03777349
657	20.03725701
658	20.03682206
659	20.03646565
660	20.03569137
661	20.03517383
662	20.0348627
663	20.0342827
664	20.03403398
665	20.03347914
666	20.0333724
667	20.0331992
668	20.03253557
669	20.03192127
670	20.03155167
671	20.03084771
672	20.03049924
673	20.0300289
674	20.02986775
675	20.02920804
676	20.02828845
677	20.02792684
678	20.0275612
679	20.02714418
680	20.02693768
681	20.02666167
682	20.02627687
683	20.02567446
684	20.02503174
685	20.02450788
686	20.02383893
687	20.02343392
688	20.02334123
689	20.02273471
690	20.02255234
691	20.02207275
692	20.02179567
693	20.02151959
694	20.02086263
695	20.02055933
696	20.02032758
697	20.01996381
698	20.019726
699	20.01948415
700	20.01890372
701	20.01870519
702	20.0179655
703	20.0176541
704	20.01739913
705	20.01710283
706	20.01651426
707	20.01625928
708	20.01606476
709	20.01526349
710	20.01489459
711	20.01461137
712	20.0142989
713	20.01364775
714	20.01331612
715	20.01279901
716	20.01265486
717	20.01226676
718	20.01213673
719	20.01141393
720	20.01131312
721	20.01048545
722	20.01017897
723	20.0099229
724	20.00951861
725	20.008829
726	20.00837025
727	20.00780663
728	20.00742953
729	20.00721173
730	20.00696974
731	20.00683059
732	20.00654825
733	20.00633952
734	20.00598458
735	20.0056266
736	20.00552576
737	20.00509719
738	20.00499433
739	20.00463836
740	20.00430456
741	20.00403227
742	20.00381444
743	20.00362384
744	20.00337171
745	20.00301571
746	20.00268794
747	20.00247211
748	20.00226737
749	20.00187
750	20.0014474
751	20.00118213
752	20.00093199
753	20.00059713
754	20.00011801
755	19.99966411
756	19.99917388
757	19.9986453
758	19.99823979
759	19.997919
760	19.99776465
761	19.99729253
762	19.99682545
763	19.99670943
764	19.99645218
765	19.99598911
766	19.99566425
767	19.99531315
768	19.99482079
769	19.9945504
770	19.9942578
771	19.99370387
772	19.99345263
773	19.99297537
774	19.99276246
775	19.99218124
776	19.99151525
777	19.99112876
778	19.99096124
779	19.99060804
780	19.9903275
781	19.98951712
782	19.98919922
783	19.98863203
784	19.98807896
785	19.98749458
786	19.98711709
787	19.98656902
788	19.98621575
789	19.98598864
790	19.98583824
791	19.98520231
792	19.98493481
793	19.98465318
794	19.98436347
795	19.98420296
796	19.98402428
797	19.98356395
798	19.98318842
799	19.98268668
800	19.98237371
801	19.98199916
802	19.98148225
803	19.981036
804	19.98031511
805	19.97976584
806	19.97958106
807	19.97933166
808	19.97906308
809	19.9784855
810	19.97842593
811	19.97813713
812	19.97746764
813	19.97689305
814	19.97672137
815	19.9764063
816	19.97629521
817	19.97603971
818	19.97580643
819	19.97525906
820	19.97458442
821	19.97408953
822	19.97341081
823	19.97257147
824	19.97193512
825	19.97143613
826	19.97119774
827	19.97098258
828	19.97073206
829	19.97055226
830	19.97032598
831	19.96975219
832	19.96927133
833	19.96878439
834	19.96812873
835	19.96784989
836	19.96774482
837	19.96747709
838	19.96734473
839	19.9668234
840	19.96657384
841	19.96616565
842	19.96598782
843	19.96550485
844	19.96520475
845	19.9645712
846	19.96437214
847	19.96419834
848	19.96403161
849	19.96377595
850	19.96342833
851	19.96251783
852	19.9619802
853	19.96177707
854	19.96143548
855	19.96123336
856	19.96061686
857	19.96037936
858	19.95984773
859	19.95941515
860	19.95918066
861	19.95859543
862	19.9581143
863	19.95730161
864	19.95693973
865	19.95658592
866	19.95613608
867	19.95605925
868	19.95577822
869	19.95498667
870	19.95487445
871	19.95440031
872	19.95398378
873	19.95368351
874	19.95321035
875	19.95304353
876	19.95299904
877	19.9526027
878	19.95227613
879	19.95211738
880	19.95156633
881	19.95148342
882	19.95118109
883	19.95078775
884	19.9500779
885	19.94958949
886	19.94918803
887	19.94882903
888	19.94863183
889	19.94825867
890	19.94800484
891	19.94746884
892	19.94719173
893	19.9470016
894	19.9464949
895	19.94626127
896	19.94604686
897	19.94555531
898	19.94523873
899	19.9450415
900	19.94490191
901	19.94461263
902	19.94445383
903	19.943853
904	19.9434312
905	19.94298713
906	19.94266343
907	19.94242368
908	19.9420939
909	19.9418764
910	19.94177322
911	19.94142825
912	19.94112375
913	19.94095986
914	19.94050663
915	19.94030126
916	19.94010904
917	19.93989759
918	19.93970739
919	19.93933507
920	19.9392349
921	19.93890811
922	19.93879479
923	19.93823426
924	19.93770306
925	19.9374673
926	19.93727809
927	19.93705447
928	19.93653335
929	19.93614175
930	19.93585841
931	19.9354415
932	19.93522393
933	19.9348576
934	19.93431922
935	19.93411278
936	19.93361182
937	19.93287201
938	19.93224857
939	19.93202692
940	19.93165952
941	19.93102389
942	19.9308336
943	19.93030321
944	19.92984063
945	19.92968981
946	19.92921203
947	19.92893973
948	19.92884255
949	19.92846396
950	19.92814305
951	19.927974
952	19.92764904
953	19.92745265
954	19.92719652
955	19.92686548
956	19.9266387
957	19.92634106
958	19.92600899
959	19.92563945
960	19.92514436
961	19.92498338
962	19.92466344
963	19.92398506
964	19.92324691
965	19.92265051
966	19.92247027
967	19.92223332
968	19.92168548
969	19.9213665
970	19.92107283
971	19.92091586
972	19.9202728
973	19.91986771
974	19.91978467
975	19.91949806
976	19.91911726
977	19.91896636
978	19.9184782
979	19.91819562
980	19.91807003
981	19.91786645
982	19.91755247
983	19.91729825
984	19.91703591
985	19.91681814
986	19.91652846
987	19.91639982
988	19.91553477
989	19.91502626
990	19.91466564
991	19.91429893
992	19.91418142
993	19.91376811
994	19.91335579
995	19.91281177
996	19.91242071
997	19.91225558
998	19.91188984
999	19.91162743
1000	19.9114552
1001	19.91089491
1002	19.91072165
1003	19.91058285
1004	19.91031536
1005	19.90994756
1006	19.90982394
1007	19.90958177
1008	19.90939533
1009	19.90921599
1010	19.90862321
1011	19.90791389
1012	19.90707888
1013	19.9068387
1014	19.90655292
1015	19.90621546
1016	19.90574623
1017	19.90497802
1018	19.90484931
1019	19.9042858
1020	19.90406789
1021	19.90377903
1022	19.90303811
1023	19.90264281
1024	19.9024563
1025	19.90230933
1026	19.90157646
1027	19.90111524
1028	19.90061954
1029	19.90017958
1030	19.899547
1031	19.8993554
1032	19.89915062
1033	19.89884648
1034	19.89845312
1035	19.89814492
1036	19.89793302
1037	19.89697593
1038	19.89655718
1039	19.89638279
1040	19.89586466
1041	19.8957004
1042	19.89507883
1043	19.89470974
1044	19.89397963
1045	19.8935304
1046	19.89311057
1047	19.89256093
1048	19.8920924
1049	19.89196968
1050	19.89168369
1051	19.89126686
1052	19.89099405
1053	19.89065834
1054	19.89035915
1055	19.89017354
1056	19.88995953
1057	19.88930228
1058	19.8887363
1059	19.88850605
1060	19.88795019
1061	19.88757792
1062	19.8872807
1063	19.8865199
1064	19.88639411
1065	19.88589297
1066	19.88565457
1067	19.88548414
1068	19.88513109
1069	19.8849079
1070	19.88436919
1071	19.88404555
1072	19.88377161
1073	19.88336781
1074	19.88321765
1075	19.88295182
1076	19.88256931
1077	19.88223144
1078	19.88082204
1079	19.88047703
1080	19.87992602
1081	19.87966827
1082	19.87918827
1083	19.87883714
1084	19.87871841
1085	19.87816431
1086	19.87761526
1087	19.87748536
1088	19.87688555
1089	19.87640244
1090	19.87623091
1091	19.87573155
1092	19.87510834
1093	19.8748759
1094	19.87442218
1095	19.87429326
1096	19.87407909
1097	19.87351978
1098	19.87304369
1099	19.87250263
1100	19.87201231
1101	19.87184785
1102	19.8716438
1103	19.87117883
1104	19.87067325
1105	19.87021943
1106	19.86980216
1107	19.86966002
1108	19.8693402
1109	19.86907317
1110	19.86855535
1111	19.86812077
1112	19.86781413
1113	19.86707695
1114	19.86685051
1115	19.86661086
1116	19.86641894
1117	19.86607673
1118	19.86582286
1119	19.86574568
1120	19.86554665
1121	19.86531511
1122	19.86487336
1123	19.86466619
1124	19.86434324
1125	19.86416755
1126	19.8640081
1127	19.86380397
1128	19.86367499
1129	19.86336726
1130	19.86311234
1131	19.86299554
1132	19.86263194
1133	19.862376
1134	19.86192707
1135	19.86176862
1136	19.86145375
1137	19.86086869
1138	19.8605142
1139	19.86038316
1140	19.8601729
1141	19.85998396
1142	19.8597869
1143	19.85957968
1144	19.85937753
1145	19.85920484
1146	19.85869794
1147	19.85860956
1148	19.85853032
1149	19.85816664
1150	19.85790962
1151	19.85783445
1152	19.8574738
1153	19.85728382
1154	19.85716597
1155	19.85680125
1156	19.85665699
1157	19.8565371
1158	19.85645481
1159	19.85616221
1160	19.85589094
1161	19.8556217
1162	19.85540427
1163	19.8547784
1164	19.8545701
1165	19.85402041
1166	19.85382836
1167	19.85332437
1168	19.85297787
1169	19.85268217
1170	19.85225843
1171	19.85181537
1172	19.85157046
1173	19.85134181
1174	19.85095564
1175	19.85076662
1176	19.8502595
1177	19.84994445
1178	19.84952878
1179	19.84938954
1180	19.8488895
1181	19.84853276
1182	19.84816178
1183	19.84760072
1184	19.84734865
1185	19.84700712
1186	19.84685669
1187	19.84668694
1188	19.84626612
1189	19.8460557
1190	19.8456674
1191	19.84551593
1192	19.84510322
1193	19.84471795
1194	19.84458579
1195	19.84385486
1196	19.84372372
1197	19.84333943
1198	19.84283212
1199	19.84249052
1200	19.8421052
1201	19.84195269
1202	19.84156227
1203	19.84122776
1204	19.84104068
1205	19.84087088
1206	19.84031165
1207	19.83994764
1208	19.83975546
1209	19.83905282
1210	19.83881691
1211	19.83847829
1212	19.83836135
1213	19.83818237
1214	19.83779188
1215	19.83713901
1216	19.8366834
1217	19.83651865
1218	19.83625017
1219	19.83593693
1220	19.8354396
1221	19.83509075
1222	19.83464527
1223	19.83442151
1224	19.83388448
1225	19.83373903
1226	19.83351933
1227	19.83312671
1228	19.83283173
1229	19.83263338
1230	19.83234755
1231	19.83227533
1232	19.8321553
1233	19.83195185
1234	19.83135677
1235	19.83097733
1236	19.83084915
1237	19.83059076
1238	19.83024895
1239	19.82986746
1240	19.82932928
1241	19.82912784
1242	19.82901085
1243	19.82878601
1244	19.82860491
1245	19.82773299
1246	19.82762514
1247	19.82732194
1248	19.82699024
1249	19.82683559
1250	19.82652016
1251	19.82603176
1252	19.82568681
1253	19.82555758
1254	19.82537442
1255	19.82481374
1256	19.82452678
1257	19.82434157
1258	19.82364348
1259	19.82332597
1260	19.82314381
1261	19.82293722
1262	19.82245076
1263	19.82211898
1264	19.82166609
1265	19.82135873
1266	19.82086409
1267	19.82046613
1268	19.82004271
1269	19.81961013
1270	19.81932716
1271	19.81887014
1272	19.81856578
1273	19.81818814
1274	19.81801916
1275	19.81790311
1276	19.81762114
1277	19.81731677
1278	19.81670598
1279	19.8165431
1280	19.81596587
1281	19.81576634
1282	19.81531126
1283	19.81495595
1284	19.81443061
1285	19.81417709
1286	19.81403863
1287	19.81386045
1288	19.81354686
1289	19.81337071
1290	19.81277915
1291	19.81230975
1292	19.81216108
1293	19.81186783
1294	19.81156032
1295	19.81131491
1296	19.81090148
1297	19.81052165
1298	19.81027929
1299	19.81011941
1300	19.80953793
1301	19.80935157
1302	19.80919474
1303	19.80898087
1304	19.80871812
1305	19.80847676
1306	19.8078107
1307	19.80747664
1308	19.80711915
1309	19.80690628
1310	19.80673008
1311	19.80620757
1312	19.80551902
1313	19.8053754
1314	19.80522262
1315	19.80495982
1316	19.80480397
1317	19.80471739
1318	19.80439142
1319	19.80399823
1320	19.80364475
1321	19.80343796
1322	19.80327802
1323	19.80289193
1324	19.80278497
1325	19.80250074
1326	19.802243
1327	19.80163786
1328	19.80132713
1329	19.80084727
1330	19.80035212
1331	19.80016669
1332	19.80009638
1333	19.79971635
1334	19.79960019
1335	19.79949321
1336	19.79909584
1337	19.79895727
1338	19.79876877
1339	19.79839278
1340	19.79831432
1341	19.798136
1342	19.79791081
1343	19.79761123
1344	19.79738502
1345	19.79725764
1346	19.79706912
1347	19.79668088
1348	19.79635988
1349	19.7960083
1350	19.79566182
1351	19.7954529
1352	19.79511354
1353	19.79461519
1354	19.79452652
1355	19.79441442
1356	19.79390993
1357	19.79369896
1358	19.79323624
1359	19.79304973
1360	19.79293353
1361	19.79280919
1362	19.79242901
1363	19.79201519
1364	19.79165844
1365	19.79118752
1366	19.79110903
1367	19.79064014
1368	19.79014269
1369	19.7900693
1370	19.78980426
1371	19.78964523
1372	19.78915082
1373	19.78852489
1374	19.78845964
